source_index,annotator,test_row_id,referent,EN_source_sentence,EN_masculine_sentence,EN_feminine_sentence,rating,decision,judge_decision,eval_strategy_label
101,annotator_1,,boss,"In fact, ""the best time to reassure your boss that you're serious about your career is before you go on maternity leave,"" says Susan Fletcher, Ph.D., author of Parenting in the Smart Zone.","In fact, ""the best time to reassure your boss, Mr. Johnson, that you're serious about your career is before you go on maternity leave,"" says Susan Fletcher, Ph.D., author of Parenting in the Smart Zone.","In fact, ""the best time to reassure your boss, Mrs. Johnson, that you're serious about your career is before you go on maternity leave,"" says Susan Fletcher, Ph.D., author of Parenting in the Smart Zone.",bad,reject,accept,title_insertion
102,annotator_1,87.0,gamer,"If you are a gamer, then you will need a different phone than the average person, just like someone who likes to take a lot of pictures will need a different phone.","If you are a gamer, sir, then you will need a different phone than the average person, just like someone who likes to take a lot of pictures will need a different phone.","If you are a gamer, ma'am, then you will need a different phone than the average person, just like someone who likes to take a lot of pictures will need a different phone.",good,accept,accept,sir_maam
103,annotator_1,,confidant,"The president was already feeling especially vulnerable – and a deep ""sense of paranoia,"" in the words of one confidant – after his devastating portrayal in Woodward's book.","The president was already feeling especially vulnerable – and a deep ""sense of paranoia,"" in the words of one confidant – after his devastating portrayal in Woodward's book.","The president was already feeling especially vulnerable – and a deep ""sense of paranoia,"" in the words of one confidante – after his devastating portrayal in Woodward's book.",bad,reject,accept,referent_swap
104,annotator_1,88.0,vegetarian,Is there something you are able to do as a vegetarian to make up for it?,"Is there something you are able to do as a vegetarian, sir, to make up for it?","Is there something you are able to do as a vegetarian, ma'am, to make up for it?",good,accept,accept,sir_maam
105,annotator_1,89.0,dancer,The ballet begins with a dancer striking the canvas with a brush of color.,The ballet begins with a dancer striking the canvas with his brush of color.,The ballet begins with a dancer striking the canvas with her brush of color.,good,accept,accept,pronoun_insertion
106,annotator_1,90.0,doctor,I would be the first one in the family to be a doctor.,He would be the first one in the family to be a doctor.,She would be the first one in the family to be a doctor.,good,accept,accept,pronoun_swap
107,annotator_1,91.0,psychologist,"The psychologist wrote ""delusional paranoia""... in capital letters across the bottom of your file.","The psychologist, Mr. Brown, wrote ""delusional paranoia""... in capital letters across the bottom of your file.","The psychologist, Mrs. Brown, wrote ""delusional paranoia""... in capital letters across the bottom of your file.",good,accept,accept,title_insertion
108,annotator_1,92.0,secretary,"The subject of animal captivity... has been of interest to me for quite a while,... and my secretary has prepared... research material... that I think you will find illuminating.","The subject of animal captivity... has been of interest to me for quite a while,... and my secretary, Mr. Martinez, has prepared... research material... that I think you will find illuminating.","The subject of animal captivity... has been of interest to me for quite a while,... and my secretary, Mrs. Martinez, has prepared... research material... that I think you will find illuminating.",good,accept,accept,title_insertion
109,annotator_1,93.0,coach,And even a brief visit from the pitching coach could change what happened next.,"And even a brief visit from the pitching coach, Mr. Smith, could change what happened next.","And even a brief visit from the pitching coach, Mrs. Smith, could change what happened next.",good,accept,accept,title_insertion
110,annotator_1,94.0,governor,"One partner is an ex- governor, two are congressmen.","One partner is a male ex- governor, two are congressmen.","One partner is a female ex- governor, two are congressmen.",good,accept,accept,adjective
111,annotator_1,95.0,observer,I think this is a big philosophical problem we have to deal with... in terms of what science can say about our world... because we are always the observer in science.,I think this is a big philosophical problem we have to deal with... in terms of what science can say about our world... because we are always the male observer in science.,I think this is a big philosophical problem we have to deal with... in terms of what science can say about our world... because we are always the female observer in science.,good,accept,accept,adjective
112,annotator_1,96.0,vegetarian,"Resembling the famous mirchi bhajiya, it’s stuffed with just the right amount of cheese and is certainly worth giving a shot – especially if you’re a vegetarian.","Resembling the famous mirchi bhajiya, it's stuffed with just the right amount of cheese and is certainly worth giving a shot – especially if you're a vegetarian, sir.","Resembling the famous mirchi bhajiya, it's stuffed with just the right amount of cheese and is certainly worth giving a shot – especially if you're a vegetarian, ma'am.",good,accept,accept,sir_maam
113,annotator_1,97.0,patient,"About six months ago, the day Jonesy got hit...... i did something terrible with a patient.","About six months ago, the day Jonesy got hit...... i did something terrible with a patient, Mr. Johnson.","About six months ago, the day Jonesy got hit...... i did something terrible with a patient, Mrs. Johnson.",good,accept,accept,title_insertion
114,annotator_1,98.0,dancer,"In Bodacious’s piece, Bodacious Over Mind, dancers become zombies except for one dancer, who tries to escape.","In Bodacious's piece, Bodacious Over Mind, dancers become zombies except for one dancer, who tries his hardest to escape.","In Bodacious's piece, Bodacious Over Mind, dancers become zombies except for one dancer, who tries her hardest to escape.",good,accept,accept,pronoun_insertion
115,annotator_1,99.0,seller,I tried ordering similar ones from another seller after buying these and the quality difference is very obvious.,"I tried ordering similar ones from another seller, Mr. Kim, after buying these and the quality difference is very obvious.","I tried ordering similar ones from another seller, Mrs. Kim, after buying these and the quality difference is very obvious.",good,accept,accept,title_insertion
